,studentID,collegeID,earlyAppl,visited,alumni,outofstate,acceptStatus,acceptProb
5,7DBMQBCY6Z,Georgetown,-1.0,,-1.0,1.0,-1.0,
6,7DBMQBCY6Z,Northwestern,-1.0,,1.0,1.0,-1.0,
0,RZMJA7LXMX,Harvard,1.0,,-1.0,1.0,1.0,
0,AEEMHMBXD2,UChicago,1.0,,-1.0,1.0,-1.0,
1,AEEMHMBXD2,NotreDame,1.0,,-1.0,1.0,1.0,
2,AEEMHMBXD2,Northwestern,1.0,,-1.0,1.0,1.0,
0,0MRL1WJ62O,MIT,-1.0,,-1.0,1.0,1.0,
1,0MRL1WJ62O,Harvard,-1.0,,-1.0,1.0,-1.0,
2,0MRL1WJ62O,Stanford,1.0,,-1.0,-1.0,-1.0,
3,0MRL1WJ62O,UCB,-1.0,,-1.0,-1.0,1.0,
4,0MRL1WJ62O,UCLA,-1.0,,-1.0,-1.0,1.0,
0,410GSVRG6E,UChicago,1.0,,-1.0,1.0,1.0,
0,JRSFZRXSUR,CalTech,-1.0,,-1.0,1.0,0.0,
1,JRSFZRXSUR,Stanford,1.0,,-1.0,1.0,-1.0,
2,JRSFZRXSUR,Cornell,-1.0,,-1.0,1.0,0.0,
3,JRSFZRXSUR,WashU,-1.0,,-1.0,1.0,0.0,
0,RIVWUEU5BJ,Princeton,-1.0,,-1.0,1.0,1.0,
1,RIVWUEU5BJ,Brown,-1.0,,-1.0,1.0,-1.0,
2,RIVWUEU5BJ,MIT,1.0,,-1.0,1.0,-1.0,
3,RIVWUEU5BJ,Columbia,-1.0,,-1.0,-1.0,-1.0,
4,RIVWUEU5BJ,Harvard,-1.0,,-1.0,1.0,-1.0,
5,RIVWUEU5BJ,Stanford,-1.0,,-1.0,1.0,-1.0,
6,RIVWUEU5BJ,Cornell,-1.0,,-1.0,-1.0,1.0,
7,RIVWUEU5BJ,UCB,-1.0,,-1.0,1.0,1.0,
8,RIVWUEU5BJ,USC,-1.0,,-1.0,1.0,1.0,
0,Q1BMWRWYD2,UPenn,-1.0,,-1.0,1.0,-1.0,
1,Q1BMWRWYD2,Princeton,-1.0,,-1.0,1.0,1.0,
2,Q1BMWRWYD2,Brown,-1.0,,-1.0,1.0,-1.0,
3,Q1BMWRWYD2,Yale,-1.0,,-1.0,1.0,-1.0,
4,Q1BMWRWYD2,Dartmouth,-1.0,,-1.0,1.0,1.0,
5,Q1BMWRWYD2,Harvard,1.0,,1.0,1.0,1.0,
6,Q1BMWRWYD2,Stanford,-1.0,,-1.0,1.0,1.0,
7,Q1BMWRWYD2,Cornell,-1.0,,-1.0,-1.0,1.0,
8,Q1BMWRWYD2,Georgetown,-1.0,,-1.0,1.0,-1.0,
0,XW7M2BFERP,Stanford,-1.0,,-1.0,-1.0,-1.0,
1,XW7M2BFERP,UCLA,-1.0,,-1.0,-1.0,-1.0,
2,XW7M2BFERP,USC,-1.0,,-1.0,-1.0,-1.0,
0,KDP0CE700W,Columbia,-1.0,,-1.0,1.0,1.0,
0,QWBAHOX0J2,Emory,-1.0,,-1.0,1.0,1.0,
1,QWBAHOX0J2,Georgetown,-1.0,,1.0,1.0,0.0,
2,QWBAHOX0J2,JohnsHopkins,-1.0,,-1.0,1.0,0.0,
0,BCH7XELGZB,Harvard,-1.0,,-1.0,-1.0,-1.0,
1,BCH7XELGZB,Cornell,-1.0,,-1.0,1.0,-1.0,
0,YNY5GWPLVK,Stanford,1.0,,-1.0,1.0,1.0,
0,Q4CF1DWHJ7,MIT,-1.0,,-1.0,1.0,-1.0,
1,Q4CF1DWHJ7,Yale,-1.0,,-1.0,1.0,-1.0,
2,Q4CF1DWHJ7,Dartmouth,-1.0,,-1.0,1.0,-1.0,
3,Q4CF1DWHJ7,Harvard,1.0,,-1.0,1.0,-1.0,
4,Q4CF1DWHJ7,Rice,-1.0,,-1.0,1.0,1.0,
5,Q4CF1DWHJ7,Cornell,-1.0,,-1.0,1.0,-1.0,
6,Q4CF1DWHJ7,Duke,-1.0,,-1.0,1.0,-1.0,
7,Q4CF1DWHJ7,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
8,Q4CF1DWHJ7,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
9,Q4CF1DWHJ7,WashU,-1.0,,-1.0,1.0,-1.0,
10,Q4CF1DWHJ7,NotreDame,-1.0,,-1.0,1.0,1.0,
0,S4YMN3H20F,UCB,-1.0,,-1.0,-1.0,1.0,
0,PQ40U8LK47,Duke,-1.0,,-1.0,-1.0,1.0,
0,A1G1BR5YZW,Brown,-1.0,,-1.0,1.0,-1.0,
0,5LNNNRDXUG,UChicago,1.0,,-1.0,1.0,1.0,
0,58KG1MHYDY,UPenn,-1.0,,-1.0,1.0,0.0,
1,58KG1MHYDY,Harvard,-1.0,,-1.0,1.0,1.0,
2,58KG1MHYDY,Duke,-1.0,,-1.0,1.0,1.0,
3,58KG1MHYDY,Georgetown,1.0,,-1.0,1.0,1.0,
4,58KG1MHYDY,Vanderbilt,-1.0,,-1.0,1.0,1.0,
5,58KG1MHYDY,Northwestern,-1.0,,-1.0,1.0,1.0,
0,VKE860OW68,Princeton,-1.0,,1.0,1.0,-1.0,
1,VKE860OW68,MIT,1.0,,-1.0,-1.0,-1.0,
2,VKE860OW68,Dartmouth,-1.0,,-1.0,1.0,-1.0,
3,VKE860OW68,Stanford,-1.0,,-1.0,1.0,-1.0,
4,VKE860OW68,Cornell,-1.0,,-1.0,1.0,-1.0,
0,DFBY3Y9FCV,Duke,-1.0,,-1.0,1.0,0.0,
1,DFBY3Y9FCV,Emory,1.0,,-1.0,1.0,1.0,
2,DFBY3Y9FCV,Vanderbilt,1.0,,-1.0,1.0,1.0,
0,1DEA549EB2,UPenn,1.0,,-1.0,1.0,-1.0,
1,1DEA549EB2,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
2,1DEA549EB2,Cornell,-1.0,,-1.0,1.0,0.0,
3,1DEA549EB2,Georgetown,-1.0,,-1.0,1.0,-1.0,
0,CIQ04M6UI5,UCB,-1.0,,-1.0,-1.0,-1.0,
0,CNN7WUX3MJ,Duke,-1.0,,1.0,1.0,-1.0,
1,CNN7WUX3MJ,NotreDame,-1.0,,-1.0,1.0,-1.0,
2,CNN7WUX3MJ,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,DVFBWZM8AH,Cornell,1.0,,-1.0,-1.0,-1.0,
1,DVFBWZM8AH,Northwestern,-1.0,,-1.0,1.0,0.0,
0,BAKP003ZH8,Yale,-1.0,,-1.0,1.0,-1.0,
1,BAKP003ZH8,Harvard,-1.0,,-1.0,1.0,-1.0,
0,DZSWKMPDS9,Yale,-1.0,,-1.0,1.0,-1.0,
1,DZSWKMPDS9,CalTech,-1.0,,-1.0,-1.0,-1.0,
2,DZSWKMPDS9,Stanford,-1.0,,-1.0,-1.0,-1.0,
3,DZSWKMPDS9,UCB,-1.0,,-1.0,-1.0,1.0,
4,DZSWKMPDS9,UCLA,-1.0,,-1.0,-1.0,1.0,
0,P938CXF7F6,CarnegieMellon,-1.0,,-1.0,1.0,0.0,
1,P938CXF7F6,CalTech,-1.0,,-1.0,1.0,-1.0,
2,P938CXF7F6,Stanford,-1.0,,-1.0,1.0,0.0,
0,0ESOXDE49K,Princeton,-1.0,,-1.0,1.0,1.0,
0,YYS7XOX5XF,UPenn,-1.0,,-1.0,1.0,-1.0,
1,YYS7XOX5XF,Princeton,-1.0,,-1.0,1.0,-1.0,
2,YYS7XOX5XF,Brown,-1.0,,-1.0,1.0,-1.0,
3,YYS7XOX5XF,Yale,-1.0,,-1.0,1.0,-1.0,
4,YYS7XOX5XF,UChicago,-1.0,,-1.0,1.0,-1.0,
5,YYS7XOX5XF,Columbia,-1.0,,-1.0,1.0,-1.0,
6,YYS7XOX5XF,Dartmouth,-1.0,,-1.0,1.0,-1.0,
7,YYS7XOX5XF,Stanford,1.0,,-1.0,-1.0,-1.0,
8,YYS7XOX5XF,Duke,-1.0,,-1.0,1.0,-1.0,
9,YYS7XOX5XF,UCB,-1.0,,-1.0,-1.0,1.0,
10,YYS7XOX5XF,UCLA,-1.0,,-1.0,-1.0,1.0,
11,YYS7XOX5XF,USC,-1.0,,-1.0,-1.0,1.0,
12,YYS7XOX5XF,Georgetown,-1.0,,-1.0,1.0,-1.0,
13,YYS7XOX5XF,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
14,YYS7XOX5XF,WashU,-1.0,,-1.0,1.0,-1.0,
15,YYS7XOX5XF,Northwestern,-1.0,,-1.0,1.0,1.0,
0,Q0M78BVQQ2,UCB,-1.0,,-1.0,-1.0,1.0,
1,Q0M78BVQQ2,UCLA,-1.0,,-1.0,-1.0,1.0,
0,K25N8L32SI,UPenn,-1.0,,-1.0,-1.0,1.0,
1,K25N8L32SI,Princeton,-1.0,,-1.0,1.0,-1.0,
2,K25N8L32SI,CarnegieMellon,-1.0,,-1.0,-1.0,1.0,
3,K25N8L32SI,Columbia,-1.0,,-1.0,1.0,-1.0,
4,K25N8L32SI,NotreDame,1.0,,-1.0,1.0,1.0,
0,H8WN5VM4K5,Emory,1.0,,-1.0,1.0,1.0,
0,VHZWOF8LSV,Cornell,-1.0,,-1.0,1.0,0.0,
1,VHZWOF8LSV,UCLA,-1.0,,-1.0,-1.0,-1.0,
2,VHZWOF8LSV,USC,-1.0,,-1.0,-1.0,-1.0,
3,VHZWOF8LSV,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,WQCRE5TMYZ,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
1,WQCRE5TMYZ,Northwestern,-1.0,,1.0,1.0,-1.0,
0,GZD67JSMYX,Vanderbilt,-1.0,,-1.0,1.0,1.0,
0,WEB85NJFE1,UChicago,1.0,,-1.0,1.0,1.0,
0,MY0VEV0JP6,Emory,1.0,,-1.0,-1.0,1.0,
0,N63X00FTP3,UPenn,-1.0,,-1.0,1.0,-1.0,
1,N63X00FTP3,Harvard,-1.0,,-1.0,1.0,-1.0,
2,N63X00FTP3,Stanford,-1.0,,-1.0,1.0,-1.0,
3,N63X00FTP3,Duke,-1.0,,-1.0,1.0,-1.0,
4,N63X00FTP3,UCB,-1.0,,-1.0,1.0,1.0,
5,N63X00FTP3,Vanderbilt,-1.0,,-1.0,1.0,1.0,
6,N63X00FTP3,WashU,-1.0,,-1.0,1.0,1.0,
7,N63X00FTP3,Northwestern,-1.0,,-1.0,1.0,1.0,
0,N2944Y2JBT,MIT,-1.0,,-1.0,1.0,-1.0,
1,N2944Y2JBT,Harvard,-1.0,,-1.0,1.0,1.0,
0,4G9K5H8UC1,Stanford,-1.0,,-1.0,1.0,-1.0,
0,VTFDEZ8OOB,Princeton,-1.0,,-1.0,1.0,-1.0,
0,PMKHHT7QNR,Princeton,-1.0,,-1.0,1.0,0.0,
1,PMKHHT7QNR,Yale,-1.0,,-1.0,1.0,1.0,
2,PMKHHT7QNR,Harvard,1.0,,-1.0,1.0,1.0,
3,PMKHHT7QNR,Stanford,-1.0,,-1.0,1.0,0.0,
0,YW92K4IFX8,Brown,-1.0,,-1.0,1.0,0.0,
1,YW92K4IFX8,Duke,-1.0,,-1.0,1.0,-1.0,
2,YW92K4IFX8,UCB,-1.0,,-1.0,-1.0,1.0,
3,YW92K4IFX8,UCLA,-1.0,,-1.0,-1.0,1.0,
0,B2BPOAURVB,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
1,B2BPOAURVB,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
0,4QTKJDS52M,UCB,-1.0,,-1.0,-1.0,1.0,
0,2Y2JQK7T87,Stanford,-1.0,,-1.0,-1.0,-1.0,
1,2Y2JQK7T87,UCB,-1.0,,-1.0,-1.0,-1.0,
2,2Y2JQK7T87,UCLA,-1.0,,-1.0,-1.0,-1.0,
3,2Y2JQK7T87,USC,-1.0,,-1.0,-1.0,-1.0,
0,SJ3MLUU8P7,Brown,-1.0,,-1.0,1.0,-1.0,
1,SJ3MLUU8P7,Yale,-1.0,,-1.0,1.0,-1.0,
2,SJ3MLUU8P7,UChicago,1.0,,-1.0,1.0,1.0,
3,SJ3MLUU8P7,Stanford,-1.0,,-1.0,1.0,-1.0,
4,SJ3MLUU8P7,Northwestern,-1.0,,-1.0,1.0,1.0,
0,08SUJ5LLU1,UCB,-1.0,,-1.0,-1.0,-1.0,
1,08SUJ5LLU1,UCLA,-1.0,,-1.0,-1.0,-1.0,
2,08SUJ5LLU1,USC,-1.0,,-1.0,-1.0,-1.0,
0,4M65EZGKYC,Brown,-1.0,,-1.0,1.0,1.0,
1,4M65EZGKYC,CarnegieMellon,-1.0,,-1.0,1.0,-1.0,
2,4M65EZGKYC,CalTech,1.0,,-1.0,1.0,-1.0,
3,4M65EZGKYC,Rice,-1.0,,-1.0,1.0,1.0,
0,4OV7MQNO2S,UCB,-1.0,,-1.0,-1.0,1.0,
0,BSVNF0XQBD,Harvard,-1.0,,-1.0,1.0,1.0,
1,BSVNF0XQBD,Georgetown,-1.0,,-1.0,1.0,-1.0,
0,QXH4BIGM6L,Rice,-1.0,,-1.0,1.0,-1.0,
1,QXH4BIGM6L,Cornell,-1.0,,-1.0,1.0,1.0,
0,BZV2ZKKBTN,Dartmouth,-1.0,,-1.0,1.0,-1.0,
0,HY4PZJNIBQ,Duke,-1.0,,-1.0,1.0,-1.0,
1,HY4PZJNIBQ,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
0,QWUTOKHJ73,NotreDame,-1.0,,1.0,1.0,-1.0,
0,W4JX6G68DA,UChicago,1.0,,-1.0,1.0,1.0,
1,W4JX6G68DA,Georgetown,-1.0,,-1.0,1.0,1.0,
0,GNTVWGLQ7B,JohnsHopkins,1.0,,-1.0,-1.0,1.0,
0,ZSG2NLLLQA,CarnegieMellon,-1.0,,-1.0,1.0,-1.0,
1,ZSG2NLLLQA,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,3ICHQLSESR,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
0,3IUJWK4KZS,UPenn,-1.0,,-1.0,1.0,0.0,
1,3IUJWK4KZS,Princeton,1.0,,-1.0,1.0,-1.0,
2,3IUJWK4KZS,Columbia,-1.0,,1.0,1.0,0.0,
3,3IUJWK4KZS,Harvard,-1.0,,-1.0,1.0,0.0,
4,3IUJWK4KZS,Stanford,-1.0,,-1.0,1.0,-1.0,
5,3IUJWK4KZS,Cornell,-1.0,,-1.0,1.0,0.0,
6,3IUJWK4KZS,Georgetown,-1.0,,-1.0,1.0,0.0,
7,3IUJWK4KZS,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
0,54SZF809OC,Dartmouth,-1.0,,-1.0,1.0,-1.0,
1,54SZF809OC,USC,-1.0,,1.0,-1.0,1.0,
0,LL0YRZ6T4H,Princeton,-1.0,,1.0,1.0,1.0,
1,LL0YRZ6T4H,Yale,1.0,,-1.0,1.0,-1.0,
2,LL0YRZ6T4H,Columbia,-1.0,,-1.0,-1.0,0.0,
3,LL0YRZ6T4H,Dartmouth,-1.0,,-1.0,1.0,1.0,
4,LL0YRZ6T4H,Harvard,-1.0,,-1.0,1.0,-1.0,
5,LL0YRZ6T4H,Cornell,-1.0,,-1.0,-1.0,1.0,
6,LL0YRZ6T4H,WashU,-1.0,,-1.0,1.0,1.0,
0,9FJ953RR8M,Dartmouth,1.0,,-1.0,1.0,-1.0,
1,9FJ953RR8M,Duke,-1.0,,-1.0,1.0,-1.0,
2,9FJ953RR8M,NotreDame,-1.0,,-1.0,1.0,0.0,
0,HQSP7Q9WD3,Columbia,-1.0,,-1.0,1.0,-1.0,
1,HQSP7Q9WD3,Cornell,-1.0,,-1.0,1.0,1.0,
0,WIS9T4KAVH,Brown,-1.0,,-1.0,1.0,-1.0,
1,WIS9T4KAVH,Rice,-1.0,,-1.0,1.0,-1.0,
2,WIS9T4KAVH,Stanford,1.0,,1.0,-1.0,-1.0,
3,WIS9T4KAVH,UCB,-1.0,,-1.0,-1.0,-1.0,
4,WIS9T4KAVH,UCLA,-1.0,,-1.0,-1.0,-1.0,
5,WIS9T4KAVH,USC,-1.0,,-1.0,-1.0,1.0,
0,E1KLCA4KNN,Cornell,-1.0,,-1.0,1.0,0.0,
1,E1KLCA4KNN,NotreDame,1.0,,-1.0,1.0,-1.0,
0,UDO0P5CVMW,Yale,-1.0,,-1.0,1.0,-1.0,
1,UDO0P5CVMW,Columbia,-1.0,,-1.0,1.0,-1.0,
2,UDO0P5CVMW,Dartmouth,-1.0,,-1.0,1.0,-1.0,
3,UDO0P5CVMW,Harvard,-1.0,,-1.0,1.0,-1.0,
4,UDO0P5CVMW,Duke,-1.0,,-1.0,1.0,-1.0,
5,UDO0P5CVMW,UCLA,-1.0,,-1.0,1.0,1.0,
0,BEC2AU0QQ2,Princeton,-1.0,,-1.0,1.0,-1.0,
1,BEC2AU0QQ2,MIT,-1.0,,-1.0,1.0,1.0,
2,BEC2AU0QQ2,CarnegieMellon,1.0,,-1.0,1.0,-1.0,
3,BEC2AU0QQ2,Stanford,-1.0,,-1.0,1.0,-1.0,
0,Z7G584OKN8,Rice,-1.0,,-1.0,-1.0,-1.0,
0,XCH3XGIXRQ,Duke,-1.0,,-1.0,1.0,-1.0,
0,IH0G5FGT6B,MIT,-1.0,,-1.0,1.0,-1.0,
1,IH0G5FGT6B,Yale,-1.0,,-1.0,1.0,1.0,
2,IH0G5FGT6B,Columbia,-1.0,,-1.0,1.0,1.0,
3,IH0G5FGT6B,Dartmouth,-1.0,,-1.0,1.0,-1.0,
4,IH0G5FGT6B,Harvard,-1.0,,-1.0,1.0,1.0,
5,IH0G5FGT6B,Stanford,1.0,,-1.0,1.0,1.0,
6,IH0G5FGT6B,UCLA,-1.0,,-1.0,1.0,1.0,
0,9OU3FHLBY3,Princeton,-1.0,,-1.0,1.0,1.0,
1,9OU3FHLBY3,Brown,-1.0,,-1.0,1.0,1.0,
0,YF9IJ5DZJB,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
1,YF9IJ5DZJB,Cornell,-1.0,,-1.0,1.0,-1.0,
0,HJNVN91W7P,Emory,1.0,,-1.0,1.0,1.0,
0,5KUSXHE0FS,UPenn,1.0,,-1.0,1.0,1.0,
1,5KUSXHE0FS,Princeton,1.0,,-1.0,-1.0,0.0,
2,5KUSXHE0FS,Brown,1.0,,-1.0,1.0,-1.0,
3,5KUSXHE0FS,Yale,1.0,,-1.0,1.0,-1.0,
4,5KUSXHE0FS,Harvard,1.0,,-1.0,1.0,0.0,
0,8LVGGSKISR,JohnsHopkins,1.0,,-1.0,1.0,1.0,
0,4LJ00P85HE,Princeton,-1.0,,-1.0,1.0,-1.0,
1,4LJ00P85HE,Dartmouth,-1.0,,-1.0,1.0,-1.0,
2,4LJ00P85HE,Cornell,-1.0,,-1.0,1.0,1.0,
3,4LJ00P85HE,Duke,-1.0,,-1.0,1.0,-1.0,
0,3Z5535Z9PK,UPenn,-1.0,,-1.0,1.0,0.0,
1,3Z5535Z9PK,Cornell,-1.0,,-1.0,1.0,0.0,
2,3Z5535Z9PK,Georgetown,1.0,,-1.0,1.0,-1.0,
3,3Z5535Z9PK,JohnsHopkins,-1.0,,-1.0,-1.0,0.0,
0,GYUYRBGKFN,UCB,-1.0,,-1.0,-1.0,0.0,
1,GYUYRBGKFN,UCLA,-1.0,,-1.0,-1.0,0.0,
2,GYUYRBGKFN,Georgetown,-1.0,,-1.0,1.0,0.0,
3,GYUYRBGKFN,WashU,-1.0,,-1.0,1.0,-1.0,
0,3NSK3RRU3G,UPenn,-1.0,,-1.0,1.0,1.0,
1,3NSK3RRU3G,Georgetown,1.0,,-1.0,1.0,1.0,
0,INNP1EU8GN,Brown,-1.0,,-1.0,1.0,-1.0,
1,INNP1EU8GN,Dartmouth,-1.0,,-1.0,1.0,0.0,
2,INNP1EU8GN,WashU,-1.0,,1.0,1.0,0.0,
0,26X90C6BWU,UCB,-1.0,,-1.0,-1.0,1.0,
1,26X90C6BWU,UCLA,-1.0,,-1.0,-1.0,1.0,
2,26X90C6BWU,USC,-1.0,,-1.0,-1.0,1.0,
0,XAISE18D4T,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
1,XAISE18D4T,WashU,-1.0,,-1.0,1.0,-1.0,
2,XAISE18D4T,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,FRRCA3Z3UA,Vanderbilt,-1.0,,-1.0,1.0,1.0,
0,18T6KK78YR,USC,-1.0,,-1.0,1.0,1.0,
1,18T6KK78YR,JohnsHopkins,-1.0,,-1.0,1.0,1.0,
2,18T6KK78YR,NotreDame,1.0,,-1.0,1.0,1.0,
0,15AWRPWFQA,Brown,-1.0,,-1.0,1.0,-1.0,
1,15AWRPWFQA,UChicago,-1.0,,-1.0,1.0,-1.0,
2,15AWRPWFQA,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
3,15AWRPWFQA,WashU,-1.0,,-1.0,1.0,-1.0,
0,LS6YKTHDRM,Emory,-1.0,,-1.0,-1.0,1.0,
1,LS6YKTHDRM,WashU,-1.0,,-1.0,1.0,-1.0,
0,6WOBE4QFLG,MIT,1.0,,-1.0,1.0,-1.0,
1,6WOBE4QFLG,NotreDame,1.0,,-1.0,1.0,-1.0,
0,LXCL4OKU2R,Harvard,-1.0,,-1.0,1.0,-1.0,
1,LXCL4OKU2R,UCB,-1.0,,-1.0,-1.0,1.0,
2,LXCL4OKU2R,NotreDame,1.0,,-1.0,1.0,1.0,
0,3VP4Q8OF43,Brown,-1.0,,-1.0,1.0,-1.0,
1,3VP4Q8OF43,MIT,1.0,,-1.0,1.0,-1.0,
2,3VP4Q8OF43,Yale,-1.0,,-1.0,1.0,-1.0,
3,3VP4Q8OF43,CalTech,-1.0,,-1.0,1.0,-1.0,
4,3VP4Q8OF43,Rice,-1.0,,-1.0,1.0,1.0,
5,3VP4Q8OF43,UCLA,-1.0,,-1.0,1.0,1.0,
6,3VP4Q8OF43,Northwestern,1.0,,-1.0,1.0,1.0,
0,N4H0JOKZV7,Cornell,-1.0,,-1.0,-1.0,-1.0,
0,S3MT272AO9,Duke,-1.0,,-1.0,1.0,1.0,
0,HY4XSO48QP,Vanderbilt,1.0,,-1.0,1.0,-1.0,
0,75WCMXL6BJ,UCB,-1.0,,-1.0,-1.0,-1.0,
1,75WCMXL6BJ,UCLA,-1.0,,-1.0,-1.0,-1.0,
2,75WCMXL6BJ,USC,-1.0,,-1.0,-1.0,-1.0,
3,75WCMXL6BJ,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,SOV9PYL9JP,Vanderbilt,-1.0,,-1.0,1.0,-1.0,
0,EAL3Y89RSS,Northwestern,1.0,,-1.0,1.0,1.0,
0,2IL9FSD6P8,USC,-1.0,,-1.0,1.0,1.0,
0,P7PXP92KAO,Rice,-1.0,,-1.0,-1.0,-1.0,
0,A11CJ29XEG,UChicago,-1.0,,-1.0,1.0,-1.0,
1,A11CJ29XEG,Columbia,1.0,,1.0,-1.0,-1.0,
2,A11CJ29XEG,Dartmouth,-1.0,,-1.0,1.0,-1.0,
3,A11CJ29XEG,Cornell,-1.0,,-1.0,-1.0,-1.0,
0,O8ZSAI0AZV,WashU,1.0,,-1.0,1.0,1.0,
0,55173N6AMI,Stanford,-1.0,,-1.0,-1.0,-1.0,
1,55173N6AMI,UCB,-1.0,,-1.0,-1.0,1.0,
0,DJOAQSLM0M,Brown,-1.0,,-1.0,1.0,-1.0,
1,DJOAQSLM0M,Vanderbilt,-1.0,,-1.0,1.0,1.0,
2,DJOAQSLM0M,WashU,-1.0,,-1.0,1.0,-1.0,
0,HQ6TTJUQL3,Cornell,-1.0,,-1.0,1.0,1.0,
1,HQ6TTJUQL3,Emory,-1.0,,-1.0,-1.0,1.0,
2,HQ6TTJUQL3,USC,-1.0,,-1.0,1.0,1.0,
3,HQ6TTJUQL3,WashU,-1.0,,-1.0,1.0,1.0,
4,HQ6TTJUQL3,Northwestern,-1.0,,-1.0,1.0,1.0,
0,C99RASA7VG,Columbia,-1.0,,-1.0,-1.0,-1.0,
1,C99RASA7VG,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,93X0OWDLUK,Yale,-1.0,,-1.0,1.0,-1.0,
1,93X0OWDLUK,Dartmouth,-1.0,,-1.0,1.0,1.0,
2,93X0OWDLUK,Harvard,-1.0,,-1.0,1.0,-1.0,
3,93X0OWDLUK,Rice,-1.0,,-1.0,1.0,1.0,
4,93X0OWDLUK,Stanford,-1.0,,-1.0,1.0,-1.0,
5,93X0OWDLUK,Cornell,-1.0,,-1.0,1.0,1.0,
6,93X0OWDLUK,Duke,-1.0,,-1.0,1.0,-1.0,
7,93X0OWDLUK,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
0,V6XHYLNJ19,Columbia,1.0,,-1.0,1.0,1.0,
0,DTNDJWJ21T,UChicago,-1.0,,-1.0,1.0,0.0,
1,DTNDJWJ21T,Columbia,1.0,,-1.0,1.0,-1.0,
2,DTNDJWJ21T,Dartmouth,-1.0,,-1.0,1.0,0.0,
3,DTNDJWJ21T,Harvard,-1.0,,-1.0,-1.0,0.0,
4,DTNDJWJ21T,Stanford,-1.0,,-1.0,1.0,0.0,
5,DTNDJWJ21T,Cornell,-1.0,,-1.0,1.0,0.0,
6,DTNDJWJ21T,Georgetown,-1.0,,-1.0,1.0,0.0,
7,DTNDJWJ21T,Northwestern,-1.0,,-1.0,1.0,0.0,
0,WTZDWKOC76,UPenn,-1.0,,-1.0,-1.0,1.0,
1,WTZDWKOC76,CarnegieMellon,-1.0,,-1.0,-1.0,1.0,
2,WTZDWKOC76,Columbia,-1.0,,-1.0,1.0,1.0,
3,WTZDWKOC76,Stanford,-1.0,,-1.0,1.0,1.0,
4,WTZDWKOC76,UCB,-1.0,,-1.0,1.0,-1.0,
0,2WW2TB7XQW,UCB,-1.0,,-1.0,-1.0,-1.0,
1,2WW2TB7XQW,UCLA,-1.0,,-1.0,-1.0,-1.0,
0,3U16XZ8Z3X,Rice,-1.0,,-1.0,1.0,-1.0,
1,3U16XZ8Z3X,Stanford,-1.0,,1.0,-1.0,-1.0,
2,3U16XZ8Z3X,Cornell,-1.0,,-1.0,1.0,-1.0,
3,3U16XZ8Z3X,Duke,-1.0,,1.0,1.0,-1.0,
4,3U16XZ8Z3X,UCB,-1.0,,-1.0,-1.0,-1.0,
5,3U16XZ8Z3X,UCLA,-1.0,,-1.0,-1.0,-1.0,
6,3U16XZ8Z3X,USC,-1.0,,-1.0,-1.0,-1.0,
7,3U16XZ8Z3X,JohnsHopkins,-1.0,,-1.0,1.0,-1.0,
8,3U16XZ8Z3X,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,DHSKE6CWQP,Cornell,1.0,,-1.0,-1.0,1.0,
0,O8E1N155O9,Stanford,-1.0,,-1.0,1.0,-1.0,
0,PN1VO4CVRL,Dartmouth,-1.0,,-1.0,1.0,1.0,
0,V9YR3DUZ0A,UCB,-1.0,,-1.0,-1.0,1.0,
0,CGRNH9R1SO,UPenn,-1.0,,-1.0,1.0,0.0,
1,CGRNH9R1SO,MIT,1.0,,-1.0,1.0,-1.0,
2,CGRNH9R1SO,CarnegieMellon,-1.0,,-1.0,1.0,1.0,
3,CGRNH9R1SO,Dartmouth,-1.0,,-1.0,1.0,0.0,
4,CGRNH9R1SO,Cornell,-1.0,,-1.0,1.0,0.0,
0,QYVW283CHX,Rice,-1.0,,-1.0,1.0,0.0,
1,QYVW283CHX,Stanford,1.0,,-1.0,1.0,-1.0,
0,YWEDO2TQ2K,Cornell,-1.0,,-1.0,1.0,-1.0,
1,YWEDO2TQ2K,WashU,-1.0,,-1.0,1.0,-1.0,
2,YWEDO2TQ2K,Northwestern,-1.0,,-1.0,1.0,-1.0,
0,MBO7FXU58T,MIT,1.0,,-1.0,-1.0,-1.0,
